dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases,group_value_label
BPI12,llama32-1b,llm,NT,activity_current,24,385,0.8383644785320797,3.0017489671531847,0.1764832437038421,3.036658061295748,-0.7877540486405132,311,W_Nabellen offertes
BPI12,llama32-1b,llm,NT,activity_current,25,171,0.1361213451066212,0.0557302448105885,0.0914037078619003,0.2490556240081787,-0.1277593056186598,145,W_Valideren aanvraag
BPI12,rnn,sequence,NT,activity_current,3,34,0.1447751993203864,0.0381987922726282,0.1002428382635116,0.2960929065942764,-0.0449678873752846,34,A_ACCEPTED
BPI12,rnn,sequence,NT,activity_current,7,43,0.0735781485604685,0.0079904814588064,0.0655705630779266,0.1514862060546875,0.0315019316798032,43,A_DECLINED
BPI12,rnn,sequence,NT,activity_current,8,40,0.1400070171803236,0.0432572295423722,0.0817752927541732,0.3739054322242738,-0.11335777528584,40,A_FINALIZED
BPI12,rnn,sequence,NT,activity_current,9,86,0.1419825202590504,0.0321119298004218,0.1201933473348617,0.3139317184686661,-0.0314431122482516,86,A_PARTLYSUBMITTED
BPI12,rnn,sequence,NT,activity_current,10,60,0.1494026798134048,0.0379576108432883,0.1023514792323112,0.3614036157727242,-0.0603880958631634,60,A_PREACCEPTED
BPI12,rnn,sequence,NT,activity_current,12,91,0.1954217266219739,0.0535541561020627,0.1902266331017017,0.3493597656488418,0.0224617029908676,91,A_SUBMITTED
BPI12,rnn,sequence,NT,activity_current,14,37,0.215917310199222,0.0670389316518563,0.1940811723470688,0.4032529681921005,-0.2130421303414009,37,O_CANCELLED
BPI12,rnn,sequence,NT,activity_current,15,61,0.1366896245811806,0.0298851088292435,0.1156086772680282,0.290039598941803,-0.1126969449344228,60,O_CREATED
BPI12,rnn,sequence,NT,activity_current,17,48,0.1111752164239684,0.0275756744480573,0.071223497390747,0.2370020136237146,-0.0606683067356546,48,O_SELECTED
BPI12,rnn,sequence,NT,activity_current,18,57,0.1202786417122472,0.0240743587497801,0.0880938023328781,0.2563062757253647,-0.0747327973183832,57,O_SENT
BPI12,rnn,sequence,NT,activity_current,20,117,0.1826276027350726,0.0615600681612955,0.1454635560512542,0.3156688272953034,0.0369527374402198,110,W_Afhandelen leads
BPI12,rnn,sequence,NT,activity_current,22,469,0.7384373097206904,4.066084162825508,0.2716961093246937,1.0364024430513374,-0.4041210526263148,371,W_Completeren aanvraag
BPI12,rnn,sequence,NT,activity_current,23,162,0.2383703581649626,0.3066439039763767,0.083975613117218,0.466604170203209,-0.1565065275343066,118,W_Nabellen incomplete dossiers
BPI12,rnn,sequence,NT,activity_current,24,385,0.7883376024627163,2.2247676939953065,0.3253810852766037,2.61435016989708,-0.4464706856842068,311,W_Nabellen offertes
BPI12,rnn,sequence,NT,activity_current,25,171,0.1409785757385935,0.0477741076768562,0.1045354157686233,0.2569523993879556,-0.0175683904352069,145,W_Valideren aanvraag
BPI12,saprpt,tabular_fm,NT,activity_current,3,34,0.0060499796972555,4.40539013221164e-05,0.0061669275164604,0.0097665280103683,-0.0060499796972555,34,A_ACCEPTED
